doi_r,title_r,old_filter_status,old_filter_confidence,new_filter_status,new_filter_confidence,new_filter_evidence
10.5194/tc-2022-80,"Automated avalanche mapping from SPOT 6/7 satellite imagery: results, evaluation, potential and limi",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1200/jco.2022.40.6_suppl.032,Predicting the outcome of mCPRC patients after Lu-177 PSMA therapy using semi-quantitative and visua,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.jsxm.2021.12.007,Measuring the Sexual Acceptability of Contraception: Psychometric Examination and Development of a V,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.4103/1673-5374.343899,A potential new tool to enhance translational success rate in stroke research by backcrossing techni,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.4103/joc.joc_50_22,The Indian Academy of Cytologists Guidelines for Reporting Serous Effusion (IACGRSE),reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1200/jco.2022.40.16_suppl.tps3633,"A biomarker enrichment trial of anti-EGFR agents in right primary tumor location (rPTL), <i>RAS</i> ",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.24053/tus-2022-0005,Thermo-oxidative grease service life evaluation – laboratory study with the catalytically accelerate,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.4103/1673-5374.335156,Cryogel scaffolds: soft and easy to use tools for neural tissue culture,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.3133/sir20225076,Evaluation of sample preservation methods for analysis of selected volatile organic compounds in gro,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.5829535,DMSP F15/F16/F18 2011-2014 Binned Poynting Flux Data,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.48550/arxiv.2202.00507,Backcasting COVID-19: A Physics-Informed Estimate for Early Case Incidence,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1002/essoar.10510382.1,Ocean Surface Wave Effects on Development of Explosive Cyclone,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1002/lol2.10252,How to meet the data publication requirement for <scp><i>L&amp;O Letters</i></scp>,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.3390/diagnostics12030738,Comparison of CO-RADS Scores Based on Visual and Artificial Intelligence Assessments in a Non-Endemi,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.31083/j.rcm2302050,The impact of anxiety level on decision to seek medical care of non-COVID cardiac patients during th,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1016/j.stemcr.2022.01.019,A call for consensus guidelines on monitoring the integrity of nuclear and mitochondrial genomes in ,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2022-1959,Abstract 1959: Sensitive detection of circulating tumor DNA by whole genome sequencing: Validation o,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.dib.2022.108291,Hygrothermal climate analysis: An Australian dataset,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.7370066,"Interpolated data on bioavailable strontium in the southern Trans-Urals, version 1 (use updated!)",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.4212/cjhp.v75i1.3252,"Effectiveness and Safety of Palbociclib plus Endocrine Therapy in Hormone Receptor– Positive, HER2-N",reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1182/blood-2022-158959,Repeated Testing Unfolds the Challenge of Diagnosing Von Willebrand Disease: Longitudinal Data from ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1111/evj.13546,"Open Research—What is it, and how can <i>Equine Veterinary Journal's</i> authors engage with Open Re",reproduction,high,needs_review,medium,phrase:reproduce findings; no same-sentence cite
10.1016/j.xcrm.2022.100808,Uncovering the molecular subtypes of triple-negative breast cancer with a noninvasive radiomic metho,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1242/dev.201404,In preprints: improving and interrogating embryo models,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1182/blood-2022-167720,Reappraisal of Mast Cell Leukemia Based on a Single Institution Review of 16 Cases: Role of Mast Cel,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1111/ddi.13625,Recent developments in <i>Diversity and Distributions</i> and trends in the field,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.5914759,Zurich Summer Dataset,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2022-3391,Abstract 3391: Methylation analysis using TriMeth indicate that asymptomatic colorectal cancers (CRC,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.6473194,Nomer Corpus of Taxonomic Resources hash://sha256/6224f259190590c7aed4784de2b27b3005eea0042ae02993eb,reproduction,high,needs_review,medium,phrase:reproduce results; no same-sentence cite
10.5194/egusphere-egu22-13172,Morphological effects of beach buildings: from field experiments to CA modelling,reproduction,high,needs_review,medium,phrase:reproduces effects; no same-sentence cite
10.31635/ccschem.022.202101578,Aqueous Synthesis of Covalent Organic Frameworks as Photocatalysts for Hydrogen Peroxide Production,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.4103/1673-5374.343898,A perspective on causality assessment in epigenetic research on neurodegenerative disorders,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1681/asn.2022080967,The ABCD of Kidney Allograft Pathology—The Beginning of the Beginning,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1182/blood-2022-163318,Mitochondrial Transfer to Host Cells from <i>Ex Vivo</i> Expanded Donor Hematopoietic Stem Cells,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.31222/osf.io/nr3vt,An outdated publishing system threatens both research integrity and the retention of rigorous early ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1016/j.gie.2022.04.057,Artificial intelligence for disease diagnosis: the criterion standard challenge,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7554/elife.74419.sa2,Author response: Host-pathogen genetic interactions underlie tuberculosis susceptibility in genetica,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.2106/jbjs.22.00398,What’s New in Limb Lengthening and Deformity Correction,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.7113264,meTCRs - Learning a metric for T-cell receptors,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1111/cpr.13210,Developing standards to support cell technology applications,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19862107,Nanomechanical Spectroscopy of 2D Materials Data,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19862106,Nanomechanical Spectroscopy of 2D Materials Data,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5406/19346018.74.1.2.01,"<i>Stranger Things</i>, Nostalgia, and Aesthetics",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.19862512,Ultrafast optical control over spin and momentum in solids Data,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.19862511,Ultrafast optical control over spin and momentum in solids Data,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.12122/j.issn.1673-4254.2022.11.08,[Anythink for CT-based aorta root measurements before transcatheter aortic valve replacement: measur,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1093/ehjci/jeab289.393,Feasibility and role of echocontrast evaluation of patients with LVAD,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1093/eurheartj/ehac544.336,Feasibility and role of echocontrast evaluation of patients with LVAD,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1093/eurheartj/suac012.101,P104 FEASIBILITY AND ROLE OF ECHOCONTRAST EVALUATION IN PATIENTS WITH LVAD,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.6575422,"Data and code for the publication ""DNA methylation underpins the epigenomic landscape regulating gen",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.6575421,"Data and code for the publication ""DNA methylation underpins the epigenomic landscape regulating gen",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.3390/stresses2040029,Multiple-Molecule Drug Repositioning for Disrupting Progression of SARS-CoV-2 Infection by Utilizing,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.3390/su14116906,The Lure and Limits of Smart Cars: Visual Analysis of Gender and Diversity in Car Branding,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1097/nnr.0000000000000579,A Scoping Review of Biological Pathways of Integrative Interventions Used to Manage Chemotherapy-Ind,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.31584/jhsmr.2022904,Diabetes Mellitus and COVID-19: Possible Interactions and Mechanisms in Comorbid Patients,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1186/s12936-022-04227-1,Leveraging geo-referenced malaria information to increase domestic financial support for malaria eli,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
